h1_rank,h1_suit,h2_rank,h2_suit,c1_rank,c1_suit,c2_rank,c2_suit,c3_rank,c3_suit,c4_rank,c4_suit,c5_rank,c5_suit,num_opponents,equity
6,1,6,3,10,2,13,0,10,3,0,0,0,0,3,15.85
9,2,11,3,14,1,10,1,8,0,10,3,0,0,3,16.15
6,0,6,2,7,3,13,3,8,3,10,2,12,0,5,0.25
3,1,11,1,8,2,8,3,11,0,11,3,0,0,3,61.4
11,1,6,0,13,0,3,3,9,1,0,0,0,0,5,1.9
10,1,7,2,4,2,2,2,7,0,9,3,4,0,2,30.05
4,3,7,3,11,1,2,1,9,1,5,2,12,1,2,0.0
11,3,2,3,6,0,11,2,12,3,0,0,0,0,1,53.0
7,2,10,0,4,1,9,3,9,0,11,2,0,0,4,7.4
11,0,14,3,7,0,4,3,8,1,9,3,14,1,5,0.4
4,1,12,2,14,2,13,3,2,2,4,3,11,2,4,1.95
8,3,11,0,10,2,9,2,3,3,10,3,13,0,4,0.0
7,3,7,1,5,0,4,1,4,0,6,2,8,0,1,83.05
5,0,9,1,13,0,3,3,5,1,5,2,12,2,1,94.85
13,2,5,1,4,3,10,2,3,2,7,3,0,0,5,4.3
11,3,14,1,14,2,6,3,4,1,4,2,4,0,4,21.65
8,0,12,2,11,3,3,0,3,1,10,0,14,1,2,0.0
11,0,2,0,10,3,13,1,7,0,2,2,0,0,4,10.1
2,1,12,1,2,3,8,3,11,0,6,1,13,3,2,15.0
7,3,4,2,14,0,7,1,2,3,11,1,0,0,4,10.5
8,2,13,1,11,2,12,3,3,0,0,0,0,0,3,3.2
8,1,10,0,9,0,13,1,14,3,0,0,0,0,1,15.85
7,0,14,1,10,1,9,1,2,0,9,0,7,1,2,23.55
7,2,7,0,6,3,8,3,6,2,0,0,0,0,3,18.7
10,2,12,0,6,3,3,0,8,2,14,0,13,1,1,0.0
3,1,10,0,3,2,13,0,11,2,4,2,0,0,3,10.75
8,1,10,3,14,2,7,1,13,2,14,3,3,0,1,0.0
2,3,2,2,6,2,10,2,11,2,14,2,3,3,2,44.1
8,2,4,0,13,3,12,0,12,1,14,3,9,1,1,0.0
14,0,14,1,10,0,6,1,7,0,0,0,0,0,3,11.85
3,2,14,1,10,0,5,2,14,3,6,1,3,3,2,77.85
4,3,5,0,10,1,10,2,13,0,0,0,0,0,4,1.2
8,3,4,2,7,2,5,2,10,1,0,0,0,0,3,14.25
3,0,12,2,9,0,11,0,6,1,0,0,0,0,3,5.05
3,3,13,3,7,3,11,3,10,2,0,0,0,0,1,42.4
9,3,11,1,6,3,11,0,3,1,2,3,9,2,3,73.1
3,2,13,2,9,1,9,0,2,0,4,0,7,1,5,0.0
4,2,8,1,3,2,8,3,2,3,11,0,0,0,2,25.45
3,2,12,3,8,1,6,2,10,3,10,0,0,0,2,3.6
6,2,10,1,14,0,13,1,5,1,12,0,0,0,4,4.6
2,1,10,2,14,3,3,1,8,1,11,2,0,0,3,0.8
10,0,7,2,13,3,3,0,12,2,10,3,0,0,4,9.55
10,2,8,0,12,3,10,3,4,3,0,0,0,0,2,20.85
7,1,10,3,8,2,4,2,6,2,4,0,2,0,4,0.0
7,2,4,3,4,2,10,2,14,3,0,0,0,0,5,13.35
7,2,2,0,11,2,6,3,12,1,0,0,0,0,5,1.1
12,0,8,0,14,0,4,1,7,1,10,2,5,0,2,0.0
6,2,4,2,14,0,12,3,3,3,0,0,0,0,3,4.95
10,3,2,3,14,3,7,0,6,0,8,1,12,3,3,0.0
3,3,2,2,4,3,3,2,7,3,13,1,10,2,1,42.7
12,3,5,2,11,3,12,0,10,1,9,2,2,1,3,1.0
12,2,7,1,3,1,8,1,12,0,3,0,12,3,2,73.85
6,1,9,0,3,0,4,0,2,3,3,1,5,3,2,61.35
14,3,4,3,3,3,11,0,3,1,0,0,0,0,5,3.85
4,3,13,3,11,1,3,1,9,2,3,2,2,3,2,0.0
5,2,14,1,11,2,2,0,4,2,10,1,5,3,3,6.0
11,2,7,3,2,3,7,0,9,1,9,0,12,0,1,52.1
2,0,4,2,5,0,13,2,9,1,14,2,6,0,4,0.0
13,2,10,2,11,2,13,0,10,1,0,0,0,0,5,37.2
13,3,2,1,6,1,5,3,5,0,10,0,5,1,2,0.0
13,1,2,2,5,0,8,1,10,0,5,1,0,0,4,0.7
5,1,3,0,12,1,4,2,9,1,13,2,0,0,1,5.95
11,1,14,3,12,0,6,0,6,3,0,0,0,0,4,2.9
13,1,7,0,11,0,6,3,7,1,13,3,3,3,1,85.65
13,3,10,2,8,1,6,0,4,1,13,0,9,3,4,1.85
5,2,12,2,3,1,8,2,10,1,0,0,0,0,2,8.4
5,2,7,2,2,2,6,3,3,3,5,1,12,1,4,0.55
13,1,5,2,9,3,9,2,10,1,0,0,0,0,4,2.4
6,2,13,2,6,1,3,1,8,0,5,2,0,0,3,11.45
3,3,12,3,14,2,11,2,3,0,13,0,7,3,2,17.2
3,0,12,0,4,1,13,0,6,1,0,0,0,0,3,6.2
13,0,12,1,9,1,6,0,4,0,2,0,9,0,5,9.2
10,3,3,0,12,3,5,2,9,3,12,0,0,0,5,0.2
14,0,12,3,11,3,3,2,10,2,0,0,0,0,4,12.45
6,0,12,3,5,2,2,1,4,3,3,1,0,0,4,41.95
14,1,3,3,5,2,13,1,10,0,0,0,0,0,5,1.05
11,0,9,3,10,1,6,2,5,3,5,0,0,0,1,6.8
13,0,6,1,12,0,4,1,8,0,6,3,7,3,5,0.05
13,3,11,3,5,1,14,2,10,1,12,1,9,1,3,25.25
10,3,5,0,7,2,2,3,12,0,4,2,12,2,5,0.0
14,3,9,2,6,1,13,3,4,0,10,2,5,2,5,0.0
7,3,7,0,8,2,10,1,11,1,11,3,7,2,3,93.2
12,0,10,3,9,2,7,0,9,1,4,0,0,0,1,7.0
14,3,3,2,14,1,9,2,4,3,14,0,6,3,3,82.9
11,0,3,1,7,0,8,2,5,0,4,0,0,0,1,16.45
13,3,9,2,3,1,13,1,5,2,2,0,11,2,2,16.05
4,1,9,0,4,3,6,2,9,3,12,0,0,0,3,62.55
9,3,4,3,5,3,6,2,11,2,5,1,0,0,5,0.35
6,2,3,2,10,3,12,1,9,0,10,1,0,0,3,1.45
14,3,9,1,3,1,4,3,8,2,13,1,6,1,3,0.0
11,1,3,3,12,2,8,0,5,2,2,0,0,0,3,0.7
11,2,14,2,3,2,10,3,12,1,14,0,0,0,4,12.2
4,2,8,1,5,3,9,2,13,3,0,0,0,0,5,1.25
11,0,9,0,3,1,4,0,4,1,0,0,0,0,4,3.5
5,3,2,1,10,3,13,0,2,3,0,0,0,0,2,30.55
7,2,13,3,4,2,11,0,9,3,14,0,0,0,1,4.95
10,3,3,2,4,1,2,3,14,3,8,0,13,1,2,0.0
13,3,7,3,4,0,3,0,14,3,8,2,0,0,2,2.55
2,1,8,1,6,3,14,2,6,1,13,0,0,0,4,0.95
8,2,14,0,9,3,7,0,14,2,0,0,0,0,1,50.9
3,3,14,3,11,3,11,2,2,3,2,1,5,0,5,0.0
5,2,14,3,5,1,9,2,13,3,8,1,4,1,4,1.45
12,0,13,0,4,0,9,1,3,0,14,1,10,3,5,0.0
13,0,7,2,6,1,4,2,8,3,0,0,0,0,4,8.15
5,1,5,0,3,3,6,0,8,1,9,1,5,2,5,29.85
3,3,5,0,14,2,5,3,9,3,0,0,0,0,4,15.75
10,1,11,3,14,1,11,2,7,2,12,2,4,3,2,12.6
7,1,5,3,13,0,8,3,3,2,11,2,5,0,4,2.35
3,0,3,1,11,3,6,2,3,2,4,1,0,0,2,81.2
11,3,7,3,11,1,10,0,11,0,8,0,0,0,2,62.65
6,0,5,0,6,3,10,1,4,0,0,0,0,0,1,54.5
13,1,10,1,2,0,3,3,6,0,11,1,0,0,5,0.1
6,1,13,3,13,2,14,2,4,2,6,2,0,0,4,12.8
2,3,10,3,5,3,3,3,2,0,2,1,0,0,4,70.1
11,0,5,3,13,1,9,0,12,0,0,0,0,0,5,7.2
11,2,9,1,3,3,13,1,6,1,4,1,2,0,2,0.0
4,1,7,2,3,3,12,1,3,0,14,2,0,0,3,2.95
5,2,2,2,7,1,13,2,6,0,14,3,4,3,5,0.0
4,2,13,3,3,2,9,0,2,3,8,3,0,0,3,0.75
10,0,6,0,14,3,2,3,6,1,6,3,8,1,4,65.6
2,1,3,0,4,0,10,1,8,2,13,3,8,1,2,0.0
4,1,12,2,9,1,2,1,10,2,0,0,0,0,5,2.15
3,1,13,0,7,3,8,2,12,3,0,0,0,0,4,1.45
12,0,13,1,4,3,10,3,6,3,7,2,3,1,5,0.0
3,1,14,2,8,2,2,2,9,1,10,3,12,1,4,0.0
12,3,2,2,4,3,10,1,10,0,0,0,0,0,5,1.05
6,2,4,2,7,3,7,2,13,2,4,1,0,0,2,43.65
7,1,10,2,5,0,13,1,8,1,0,0,0,0,1,15.95
12,0,10,1,9,1,6,1,2,1,0,0,0,0,4,7.75
10,3,14,0,12,3,14,1,4,0,0,0,0,0,4,16.8
9,1,4,1,11,3,13,1,9,2,2,2,13,0,5,3.0
11,2,5,2,14,3,4,0,5,3,4,3,0,0,3,12.9
12,0,11,3,7,2,2,3,2,2,7,0,4,3,1,0.0
5,0,2,2,12,3,8,1,3,2,4,3,14,1,3,0.0
10,0,11,2,10,2,7,2,13,1,0,0,0,0,3,21.8
5,0,8,2,2,3,11,3,14,2,13,2,4,2,4,0.0
7,2,3,2,9,3,6,0,2,0,0,0,0,0,3,4.1
5,0,4,0,6,1,9,3,4,1,0,0,0,0,4,13.35
11,1,10,3,14,0,2,2,3,0,8,1,0,0,4,0.2
7,0,12,0,3,1,13,0,3,0,10,2,0,0,3,16.65
12,2,14,2,7,3,4,3,2,2,0,0,0,0,4,4.8
4,3,7,2,5,3,5,2,8,2,10,0,7,3,1,52.4
12,3,13,3,14,0,6,0,11,0,0,0,0,0,3,8.4
4,0,7,3,3,2,6,3,13,1,7,2,4,1,1,73.8
13,2,10,1,2,2,7,1,11,2,0,0,0,0,3,7.6
9,2,3,1,10,2,11,3,4,1,3,0,0,0,2,25.1
13,1,13,2,5,3,14,1,13,3,0,0,0,0,1,95.1
11,3,6,0,9,3,11,1,8,3,0,0,0,0,2,25.8
5,2,7,0,3,1,10,3,11,0,3,2,0,0,2,4.1
10,2,9,3,3,1,4,3,2,1,8,1,0,0,2,1.2
8,3,7,0,13,0,12,3,9,2,5,2,4,3,5,0.0
13,3,2,1,9,0,4,2,9,2,0,0,0,0,1,11.85
8,0,5,1,8,1,13,1,10,1,10,0,0,0,1,51.55
9,1,4,3,13,1,8,1,4,2,8,2,8,3,5,13.3
2,1,3,3,6,2,11,3,10,3,0,0,0,0,1,15.25
14,3,13,3,6,0,4,2,3,1,6,1,0,0,1,6.55
7,2,8,0,7,3,14,0,4,0,3,0,0,0,2,28.6
5,2,4,1,5,0,6,0,11,3,8,1,12,2,5,0.35
2,3,9,3,5,0,2,2,12,2,0,0,0,0,4,14.1
2,3,10,2,6,2,12,3,10,3,12,2,6,3,4,0.0
13,1,6,3,11,3,9,2,3,1,0,0,0,0,3,3.4
14,3,9,1,4,0,3,1,10,3,0,0,0,0,1,11.0
7,0,12,3,4,1,5,3,9,3,2,0,11,0,5,0.0
5,0,13,2,14,3,6,2,12,0,0,0,0,0,2,6.2
9,2,2,0,2,1,4,2,6,2,14,1,0,0,2,22.2
6,2,14,1,2,0,6,3,11,2,0,0,0,0,1,54.4
3,0,11,2,12,1,7,3,11,1,14,3,10,1,3,1.65
4,1,11,2,14,1,12,3,9,2,3,2,7,2,2,0.0
14,1,9,3,6,3,9,2,6,2,5,1,3,2,1,46.55
9,3,4,2,8,3,11,0,5,1,12,1,2,0,5,0.0
10,0,11,2,9,1,14,3,12,3,0,0,0,0,3,26.8
12,1,11,1,6,1,3,0,7,1,0,0,0,0,4,29.7
7,1,5,2,8,0,9,2,11,0,5,3,7,2,4,11.3
2,3,13,1,5,3,8,3,13,0,5,0,2,1,5,6.35
11,0,11,1,3,2,14,2,2,0,0,0,0,0,1,43.85
10,3,11,1,5,1,12,2,9,2,0,0,0,0,3,26.05
2,2,2,3,10,0,7,2,3,2,0,0,0,0,5,7.95
8,1,8,0,13,0,2,0,5,2,0,0,0,0,2,24.65
14,2,11,0,4,3,5,1,13,2,5,3,0,0,4,1.2
3,1,14,1,8,0,10,0,5,3,0,0,0,0,1,10.15
12,2,2,3,7,2,12,3,4,1,0,0,0,0,5,12.3
13,1,6,0,3,2,3,3,6,1,9,3,12,0,4,8.55
7,3,4,3,11,2,8,2,4,2,14,1,0,0,2,20.15
8,1,3,1,4,1,2,2,9,3,14,3,0,0,3,0.7
13,3,9,2,14,2,9,0,4,3,6,3,0,0,3,16.0
3,0,13,3,4,3,9,3,9,0,11,0,0,0,1,6.65
8,2,12,2,5,2,14,3,10,2,3,2,9,0,1,97.4
2,1,12,0,14,1,3,2,2,0,0,0,0,0,2,31.3
5,1,6,0,11,0,13,0,8,1,0,0,0,0,3,6.45
6,3,8,2,9,0,7,2,13,3,0,0,0,0,1,36.6
2,0,3,1,9,1,10,0,9,3,5,2,0,0,4,1.05
5,0,2,1,7,1,6,2,11,0,5,3,0,0,1,40.25
12,1,2,3,3,0,6,3,4,3,0,0,0,0,3,6.1
8,0,12,2,8,3,9,2,7,0,5,3,0,0,2,13.2
2,2,11,0,13,0,5,2,13,2,14,3,0,0,3,1.95
14,3,5,1,9,0,3,0,9,1,4,2,0,0,3,2.0
5,1,14,1,14,0,11,1,7,0,0,0,0,0,5,15.4
8,0,14,0,4,1,11,0,12,1,13,2,0,0,2,5.75
3,0,13,2,10,0,13,3,14,1,10,3,12,2,3,7.1
2,0,13,3,9,2,11,3,9,1,0,0,0,0,3,4.85
3,0,4,3,12,1,8,0,13,1,10,2,5,0,4,0.0
4,2,2,3,8,1,13,2,13,0,0,0,0,0,2,6.2
14,2,14,0,4,3,11,1,13,2,13,1,0,0,5,5.95
7,3,3,2,11,3,4,1,8,3,9,3,9,0,5,0.0
12,0,3,3,14,3,5,1,7,2,0,0,0,0,3,2.85
5,3,2,3,3,2,9,0,2,0,0,0,0,0,3,19.4
14,3,7,0,5,0,6,1,7,2,0,0,0,0,3,13.0
14,1,12,0,3,1,13,1,7,2,0,0,0,0,5,2.8
3,2,11,1,2,3,6,2,11,3,0,0,0,0,5,12.2
11,3,13,0,10,0,4,0,12,0,9,3,0,0,2,74.1
2,3,14,2,3,1,2,1,6,3,0,0,0,0,5,10.7
14,0,6,3,8,1,10,0,6,1,9,0,0,0,3,5.85
7,3,5,1,12,3,3,1,2,1,0,0,0,0,2,7.35
4,3,10,3,2,2,14,2,8,3,4,0,7,2,3,4.55
11,1,2,1,13,0,7,3,10,0,0,0,0,0,5,1.8
8,3,6,0,3,0,14,3,12,1,12,2,8,0,4,7.35
4,2,14,0,10,0,11,0,14,1,9,0,8,1,3,0.5
9,3,14,1,6,0,3,1,4,1,12,1,0,0,4,2.65
9,2,9,0,9,1,11,1,7,2,0,0,0,0,2,77.3
14,3,7,3,13,2,3,3,10,2,4,2,12,2,1,0.0
13,1,11,2,7,2,8,3,9,2,0,0,0,0,3,6.9
4,3,14,0,3,0,7,3,11,0,12,1,0,0,3,0.75
5,2,9,2,14,1,7,2,3,3,0,0,0,0,2,10.3
6,3,14,2,13,2,14,1,8,1,0,0,0,0,4,13.35
13,2,2,1,2,0,14,2,9,0,14,1,8,3,2,29.3
11,1,11,3,4,3,6,3,9,0,9,3,0,0,4,10.4
11,1,13,0,11,0,2,0,9,3,0,0,0,0,3,19.7
6,2,7,2,4,1,5,0,7,3,7,0,0,0,5,58.4
3,0,14,1,14,2,10,1,13,0,2,2,0,0,4,9.55
14,3,6,2,2,3,14,1,10,1,7,3,4,0,5,0.8
3,1,8,1,5,0,4,0,12,0,4,1,7,0,2,0.0
2,1,6,2,11,0,12,1,12,0,2,3,0,0,4,8.75
7,1,3,3,5,1,12,1,2,2,0,0,0,0,2,8.75
3,2,6,0,14,0,13,0,9,0,0,0,0,0,3,11.0
7,3,12,3,8,0,8,3,3,1,12,1,0,0,4,8.2
7,1,12,3,12,0,4,1,11,3,9,0,0,0,4,8.8
2,0,6,0,12,1,5,0,6,1,0,0,0,0,5,15.0
5,1,4,2,2,2,7,3,3,3,9,3,10,3,1,0.0
5,3,7,1,3,1,5,2,14,1,9,0,8,2,1,40.55
13,3,4,0,3,2,5,3,13,0,4,2,10,1,5,56.1
7,3,4,2,9,0,14,1,6,1,9,2,9,3,4,0.0
5,1,7,3,3,0,11,2,3,1,13,0,0,0,4,1.15
11,1,12,2,6,1,3,0,9,2,5,0,0,0,1,4.2
7,2,13,3,7,0,5,2,9,3,10,2,0,0,5,6.05
13,3,8,3,12,1,14,2,11,3,6,1,3,3,3,0.0
6,2,10,3,12,2,13,2,14,0,7,0,7,1,4,0.0
4,0,9,0,5,1,7,2,13,0,9,3,10,3,2,13.2
5,3,4,0,10,1,10,2,4,1,6,2,0,0,2,25.8
13,0,8,2,12,0,14,3,6,0,0,0,0,0,1,12.9
14,3,6,3,11,1,14,0,5,2,0,0,0,0,1,52.8
2,2,13,1,8,3,3,2,14,0,0,0,0,0,3,3.05
11,0,3,1,6,1,6,2,4,1,10,1,13,3,1,0.0
8,0,12,1,8,1,11,1,5,3,6,3,14,2,2,13.25
11,0,11,3,3,2,6,0,9,3,5,3,0,0,3,7.8
6,3,11,0,8,1,3,2,5,1,3,0,4,3,2,0.0
5,2,10,1,5,3,12,2,4,1,0,0,0,0,1,51.35
4,1,8,0,9,0,7,2,5,2,0,0,0,0,1,21.5
9,3,7,1,3,2,5,2,2,2,0,0,0,0,3,1.2
9,1,7,1,5,0,11,0,6,2,0,0,0,0,2,17.8
12,1,6,0,12,0,6,2,4,0,4,2,14,1,2,33.0
14,3,4,3,13,1,7,2,2,1,6,3,0,0,1,5.5
13,0,2,2,14,1,10,2,12,1,7,0,0,0,4,4.15
3,2,14,0,7,3,10,2,3,1,0,0,0,0,4,14.4
9,2,10,1,6,1,9,1,8,2,13,1,0,0,4,9.95
12,3,5,3,8,3,6,0,5,0,13,1,8,0,2,21.65
5,1,14,0,6,3,12,1,9,0,0,0,0,0,3,3.1
5,0,3,0,2,1,10,2,6,2,5,3,6,0,2,27.3
11,0,12,2,13,2,10,1,2,1,14,0,0,0,4,84.15
2,3,14,1,11,0,3,1,11,1,2,2,0,0,4,9.3
9,2,6,1,12,1,13,2,3,3,10,2,0,0,3,3.75
7,3,10,0,13,2,8,0,13,3,9,2,7,0,1,51.35
2,3,8,2,13,1,11,1,7,3,5,2,0,0,3,0.95
7,2,10,2,13,2,9,0,3,2,2,2,0,0,5,72.1
10,1,12,1,10,3,9,3,8,1,0,0,0,0,4,15.35
10,0,6,0,5,3,13,1,8,0,7,0,0,0,5,23.15
9,3,3,1,12,0,6,1,11,3,0,0,0,0,1,13.4
12,2,2,1,14,3,3,2,2,3,3,3,8,2,4,6.15
4,2,12,1,9,3,5,2,14,1,0,0,0,0,4,2.3
13,0,5,1,13,2,2,1,11,2,5,0,0,0,2,76.45
5,2,14,1,3,0,11,2,12,1,0,0,0,0,3,3.4
8,2,10,0,14,0,4,1,14,2,4,2,8,0,3,0.0
5,2,7,3,4,3,8,1,11,3,7,2,11,2,2,27.4
6,2,12,0,8,0,13,1,3,3,7,0,8,2,3,0.0
10,0,6,3,7,3,13,0,5,2,0,0,0,0,3,4.85
4,1,12,0,13,2,12,3,14,0,0,0,0,0,1,48.05
11,1,5,3,3,1,2,2,5,1,0,0,0,0,4,14.35
7,2,13,3,2,1,5,3,13,1,4,2,3,3,3,2.25
12,3,4,0,7,2,13,1,10,2,11,0,0,0,3,8.2
9,0,12,2,10,3,13,2,13,0,0,0,0,0,3,14.15
14,1,11,0,4,0,9,0,14,2,0,0,0,0,5,11.2
9,1,13,2,14,0,6,0,5,1,0,0,0,0,1,9.8
6,1,13,2,8,1,12,2,4,3,6,0,7,2,4,0.4
3,0,4,2,13,3,13,2,10,0,14,2,0,0,5,0.5
5,1,2,2,13,0,6,2,3,1,12,3,14,3,3,0.0
6,0,13,1,10,1,4,0,5,1,13,0,3,3,5,0.85
5,3,12,3,7,2,14,0,6,1,8,2,13,2,1,0.0
10,1,3,3,7,0,12,0,12,1,2,2,0,0,4,0.9
7,1,12,2,6,3,5,3,9,3,0,0,0,0,5,3.5
11,0,14,1,13,3,9,1,9,3,5,0,0,0,5,0.25
3,3,11,3,14,3,2,1,2,0,0,0,0,0,4,4.85
5,2,3,0,13,0,12,1,11,2,0,0,0,0,1,10.4
7,3,14,2,10,2,3,3,12,1,6,3,0,0,1,4.95
14,0,5,0,5,1,13,0,10,0,9,1,0,0,3,28.35
6,3,10,1,14,3,7,1,14,2,6,2,9,0,3,12.15
11,0,2,2,9,2,7,1,3,0,11,2,10,1,5,0.0
14,1,13,0,13,2,6,3,9,2,12,0,3,0,4,1.55
14,1,12,0,2,3,5,2,4,1,0,0,0,0,3,2.7
3,0,3,3,12,0,5,3,3,1,4,0,0,0,2,82.35
14,2,14,3,14,1,6,2,7,2,6,1,0,0,1,96.2
9,0,13,2,4,0,11,0,14,0,0,0,0,0,1,30.25
10,3,5,1,5,2,14,1,8,2,6,0,10,0,4,59.95
14,3,3,2,3,1,7,3,12,3,0,0,0,0,3,22.15
6,0,9,3,11,2,9,0,2,2,9,2,0,0,3,61.45
7,0,11,3,4,3,5,1,2,0,8,3,0,0,4,1.1
13,1,2,3,10,1,2,1,13,0,0,0,0,0,2,69.1
14,0,7,2,8,1,2,0,5,1,4,2,3,2,4,0.0
3,3,13,1,3,0,14,3,2,0,7,1,0,0,5,8.75
3,0,3,3,12,2,2,3,5,3,0,0,0,0,3,16.25
13,3,4,3,14,0,14,2,9,1,0,0,0,0,1,12.4
13,3,14,3,11,3,3,2,9,2,0,0,0,0,5,5.1
5,1,14,1,13,0,14,2,2,3,0,0,0,0,3,20.95
8,2,14,2,3,0,13,0,13,1,11,3,0,0,5,0.5
8,0,10,1,10,0,12,2,10,2,12,0,0,0,2,72.55
13,2,14,3,4,0,9,2,8,3,5,2,10,1,2,0.0
3,3,13,0,11,1,10,2,12,2,13,1,6,2,5,0.05
8,2,6,3,8,0,13,0,12,1,14,2,3,2,2,16.25
14,3,2,3,9,1,2,1,10,1,0,0,0,0,2,19.85
6,1,4,1,10,3,5,2,2,1,5,3,0,0,2,11.65
9,1,11,2,14,0,12,2,11,0,13,2,0,0,3,6.45
4,1,7,0,13,3,8,0,12,1,0,0,0,0,1,12.45
3,1,11,1,7,1,9,2,3,3,0,0,0,0,3,21.5
14,1,13,0,9,0,14,0,14,2,0,0,0,0,4,69.35
8,3,11,0,6,3,12,3,4,2,0,0,0,0,4,4.25
13,1,10,1,5,1,3,3,6,0,0,0,0,0,4,5.6
2,2,10,2,8,2,7,1,12,2,4,3,12,1,1,0.0
14,2,5,0,8,0,9,0,11,3,2,0,0,0,5,1.45
10,2,6,3,11,2,13,3,8,0,13,0,0,0,1,7.85
13,0,7,2,10,0,5,0,3,3,12,2,6,1,3,0.0
11,3,11,1,6,1,8,1,6,0,11,2,0,0,4,86.7
14,1,9,0,7,1,6,3,11,0,12,1,0,0,4,0.3
13,3,4,3,5,1,6,1,12,0,14,0,10,1,3,0.0
12,0,14,1,6,1,11,0,2,1,14,0,9,1,4,2.0
10,0,3,3,14,1,6,1,5,0,0,0,0,0,2,5.3
9,1,9,0,3,0,7,3,3,2,0,0,0,0,3,16.75
2,3,12,3,5,3,14,0,3,2,0,0,0,0,5,4.4
3,1,8,2,10,0,9,3,9,1,5,1,0,0,1,6.7
3,3,14,2,6,3,5,0,9,0,0,0,0,0,3,3.15
9,2,3,2,12,0,7,0,4,2,0,0,0,0,1,14.85
6,2,8,2,6,3,5,2,4,0,11,0,5,1,2,24.1
9,0,9,1,8,1,12,3,6,0,14,1,0,0,3,9.75
12,0,9,0,14,3,5,1,8,3,4,1,0,0,5,0.0
3,1,13,2,14,1,3,2,11,2,10,0,13,3,5,21.5
14,3,6,1,6,0,9,2,9,3,0,0,0,0,1,53.05
7,2,8,1,2,2,11,2,7,1,10,1,5,0,3,6.8
14,2,12,0,9,3,14,3,6,1,2,1,13,0,2,18.3
7,1,13,2,6,3,4,2,12,0,0,0,0,0,1,12.4
8,1,6,1,11,0,10,3,8,0,0,0,0,0,2,22.35
8,0,6,1,5,2,4,1,9,0,0,0,0,0,2,20.1
9,0,13,1,6,1,8,0,7,0,0,0,0,0,2,20.25
11,1,10,3,4,1,14,1,7,3,6,1,0,0,3,5.1
2,1,5,2,12,0,6,2,7,1,13,1,9,1,3,0.0
3,2,10,3,5,0,13,0,11,1,7,0,6,3,3,0.0
14,2,10,2,8,2,2,1,13,2,7,3,0,0,5,16.15
7,3,7,1,5,1,11,1,14,2,0,0,0,0,4,9.6
2,1,7,2,12,1,12,2,5,1,5,0,0,0,4,0.0
12,2,12,3,10,2,13,0,9,2,3,1,3,2,1,46.6
11,0,5,2,5,3,7,3,4,2,0,0,0,0,4,11.4
13,3,8,0,7,2,3,1,2,1,4,3,0,0,3,1.0
6,2,14,2,3,0,13,0,9,2,12,2,10,2,4,88.15
4,2,6,2,7,0,12,1,14,2,0,0,0,0,4,8.1
12,0,13,0,14,1,7,2,12,2,10,1,8,0,2,13.15
11,0,9,2,5,0,11,3,2,3,3,1,3,2,1,52.8
14,3,3,3,5,3,8,1,6,2,9,3,0,0,5,16.55
10,0,11,1,4,2,12,2,9,1,5,2,8,2,3,22.2
14,0,14,3,3,0,12,1,2,2,10,0,11,3,3,4.15
11,3,7,1,5,1,9,1,2,3,9,0,0,0,2,3.65
12,3,3,2,6,1,3,1,11,2,12,2,0,0,1,85.3
14,1,10,1,12,2,9,3,11,1,5,2,0,0,5,7.65
6,2,5,0,8,0,2,0,12,0,10,1,10,2,2,0.0
7,0,2,0,11,1,9,2,14,0,0,0,0,0,5,5.0
4,1,5,2,3,0,6,0,11,3,2,1,0,0,1,96.3
13,1,2,3,6,0,7,1,11,0,0,0,0,0,4,1.5
9,2,7,0,12,2,8,0,10,3,6,0,2,0,2,89.05
9,3,11,2,14,0,7,0,13,3,4,0,5,1,1,0.0
12,1,7,2,12,2,11,3,4,2,4,0,0,0,2,28.45
2,2,7,3,10,3,2,1,3,3,11,2,0,0,5,7.65
5,1,13,1,3,2,9,1,12,1,0,0,0,0,1,42.8
13,2,8,0,4,1,2,1,12,1,14,0,0,0,5,0.0
5,1,10,2,9,2,6,0,8,3,0,0,0,0,1,20.3
8,1,12,2,13,3,3,0,2,0,0,0,0,0,1,12.2
2,1,2,2,14,1,11,2,7,3,14,3,8,0,1,49.15
5,0,14,3,7,0,4,3,14,0,9,2,0,0,4,9.45
10,3,5,2,6,0,4,3,10,0,11,2,0,0,4,9.75
12,1,4,1,8,0,2,1,2,2,5,0,14,1,2,0.0
6,2,12,1,12,3,8,1,3,3,10,3,0,0,5,3.8
14,2,13,1,7,0,2,2,9,1,11,1,0,0,5,0.1
9,2,2,1,11,3,6,1,11,2,9,3,14,3,2,24.6
14,2,9,2,3,2,4,1,6,3,0,0,0,0,2,10.05
11,3,2,0,9,1,9,2,11,1,0,0,0,0,5,7.0
3,0,9,2,6,3,14,1,10,0,2,2,2,1,4,0.0
10,1,6,2,2,1,3,1,7,3,13,2,7,1,3,0.0
11,3,11,1,6,0,12,0,13,1,13,2,6,3,1,0.0
4,1,9,2,4,2,6,3,11,0,0,0,0,0,5,12.35
13,2,2,1,4,0,11,3,14,0,10,2,3,0,5,0.0
5,2,3,1,6,1,11,3,9,3,0,0,0,0,1,13.1
10,0,5,0,11,1,4,2,13,3,6,3,12,0,3,0.0
7,0,8,3,11,3,14,0,4,2,6,3,8,2,3,6.35
12,0,10,2,2,0,4,3,13,1,13,2,0,0,4,1.0
4,2,3,1,6,3,2,1,10,0,0,0,0,0,3,18.55
